2023-10-06T11:36:55.269786,12,172
2023-10-06T11:50:30.487752,12,172
2023-10-06T11:51:45.322034,12,173
2023-10-06T11:54:34.648416,12,172
2023-10-06T11:55:47.367114,12,172
2023-10-06T12:04:17.245512,12,175
2023-10-06T12:05:30.334703,12,176
2023-10-06T12:12:49.459328,12,179
2023-10-06T12:17:44.202876,12,180
2023-10-06T12:21:26.704238,12,181
2023-10-06T12:22:41.531699,12,181
2023-10-06T12:31:40.848172,12,182
2023-10-06T12:34:06.613520,12,182
2023-10-06T12:35:19.476896,12,183
2023-10-06T12:36:32.348552,12,183
2023-10-06T12:38:58.078082,12,182
2023-10-06T12:40:11.068611,12,183
2023-10-06T12:42:37.328395,12,185
2023-10-06T12:43:50.466875,12,185
2023-10-06T12:51:11.110613,12,186
2023-10-06T12:54:52.447197,12,187
2023-10-06T12:58:36.873668,12,187
2023-10-06T13:01:06.527658,12,187
2023-10-06T13:02:21.390148,12,187
2023-10-06T13:06:20.842409,12,191
2023-10-06T13:07:33.704942,12,191
2023-10-06T13:09:59.459904,12,193
2023-10-06T13:11:12.326349,12,192
2023-10-06T13:13:38.111839,12,194
2023-10-06T13:17:17.400462,12,201
2023-10-06T13:18:30.547202,12,201
2023-10-06T13:19:43.686081,12,198
2023-10-06T13:22:10.102230,12,201
2023-10-06T13:23:23.821644,12,199
2023-10-06T13:24:37.542573,12,199
2023-10-06T13:27:04.984782,12,198
2023-10-06T13:28:18.701508,12,198
2023-10-06T13:33:17.083387,12,196
2023-10-06T13:35:46.667445,12,197
2023-10-06T13:38:34.831939,12,197
2023-10-06T13:39:47.548981,12,199
2023-10-06T13:41:00.290190,12,198
2023-10-06T13:43:25.982337,12,198
2023-10-06T13:44:38.862110,12,197
2023-10-06T13:47:04.600033,12,197
2023-10-06T13:48:17.479481,12,196
2023-10-06T13:50:43.567463,12,197
2023-10-06T13:51:56.737561,12,199
2023-10-06T13:54:23.060473,12,204
2023-10-06T13:55:36.199402,12,203
2023-10-06T13:59:17.003112,12,203
2023-10-06T14:01:44.536092,12,202
2023-10-06T14:05:26.839295,12,201
2023-10-06T14:09:11.442715,12,202
2023-10-06T14:11:41.217282,12,201
2023-10-06T14:16:52.413638,12,205
2023-10-06T14:24:09.848641,12,206
2023-10-06T14:25:23.018591,12,206
2023-10-06T14:26:36.189596,12,206
2023-10-06T14:27:49.361405,12,206
2023-10-06T14:35:10.294556,12,205
2023-10-06T14:38:51.463878,12,207
2023-10-06T14:41:20.898409,12,207
2023-10-06T14:42:35.755822,12,207
2023-10-06T14:46:20.355721,12,206
2023-10-06T14:55:13.870801,12,205
2023-10-06T14:56:26.710422,12,203
2023-10-06T14:57:39.569148,12,204
2023-10-06T15:02:31.806696,12,202
2023-10-06T15:07:24.696183,12,202
2023-10-06T15:08:38.357279,12,204
2023-10-06T15:09:51.988421,12,204
2023-10-06T15:11:05.621671,12,206
2023-10-06T15:12:19.282917,12,206
2023-10-06T15:14:47.116114,12,206
2023-10-06T15:18:31.469603,12,207
2023-10-06T15:22:16.358716,12,208
2023-10-06T15:23:50.231984,12,211
2023-10-06T15:25:02.880796,12,211
2023-10-06T15:31:06.906545,12,211
2023-10-06T15:32:19.727312,12,210
2023-10-06T15:33:32.609421,12,210
2023-10-06T15:34:45.689738,12,210
2023-10-06T15:35:58.813134,12,210
2023-10-06T15:49:26.973416,12,214
2023-10-06T15:50:41.742873,12,216
2023-10-06T15:53:11.314972,12,217
2023-10-06T15:55:40.843219,12,217
2023-10-06T15:58:30.151857,12,217
2023-10-06T15:59:42.832217,12,218
2023-10-06T16:00:55.543493,12,219
2023-10-06T16:02:08.384942,12,218
2023-10-06T16:03:21.204568,12,218
2023-10-06T16:04:34.016296,12,218
2023-10-06T16:10:38.462534,12,216
2023-10-06T16:11:51.499647,12,216
2023-10-06T16:13:04.551408,12,216
2023-10-06T16:14:17.612488,12,217
2023-10-06T16:19:11.337219,12,219
2023-10-06T16:20:24.976536,12,219
2023-10-06T16:21:38.613032,12,219
2023-10-06T16:24:06.164601,12,217
2023-10-06T16:26:35.699845,12,216
2023-10-06T16:27:50.472994,12,216
2023-10-06T16:30:20.056693,12,217
2023-10-06T16:31:35.416658,12,218
2023-10-06T16:33:09.227518,12,219
2023-10-06T16:34:21.900905,12,220
2023-10-06T16:35:34.609263,12,221
2023-10-06T16:36:47.431845,12,221
2023-10-06T16:40:25.752952,12,221
2023-10-06T16:41:38.515088,12,221
2023-10-06T16:44:04.305196,12,220
2023-10-06T16:45:17.354783,12,220
2023-10-06T16:46:30.449494,12,220
2023-10-06T16:50:09.636255,12,221
2023-10-06T16:52:36.447852,12,222
2023-10-06T16:56:17.357666,12,222
2023-10-06T16:57:30.960281,12,222
2023-10-06T16:59:59.556427,12,222
2023-10-06T17:01:14.331241,12,222
2023-10-06T17:03:43.894330,12,221
2023-10-06T17:07:47.779358,12,221
2023-10-06T17:09:00.442114,12,220
2023-10-06T17:10:13.092852,12,219
2023-10-06T17:11:25.895352,12,219
2023-10-06T17:22:21.669961,12,219
2023-10-06T17:23:34.728002,12,219
2023-10-06T17:24:47.767051,12,218
2023-10-06T17:26:00.963427,12,217
2023-10-06T17:32:08.976305,12,222
2023-10-06T17:33:22.869223,12,223
2023-10-06T17:34:37.573361,12,224
2023-10-06T17:35:52.302520,12,223
2023-10-06T17:37:07.053782,12,224
2023-10-06T17:38:21.820880,12,224
2023-10-06T17:42:25.156532,12,224
2023-10-06T17:43:37.823223,12,224
2023-10-06T17:48:28.833721,12,223
2023-10-06T17:49:41.648480,12,224
2023-10-06T17:55:46.252310,12,224
2023-10-06T17:56:59.324676,12,224
2023-10-06T17:59:25.446746,12,224
2023-10-06T18:00:38.669776,12,223
2023-10-06T18:01:52.323996,12,222
2023-10-06T18:04:19.634116,12,222
2023-10-06T18:05:33.295302,12,221
2023-10-06T18:10:30.306865,12,222
2023-10-06T18:12:59.807030,12,221
2023-10-06T18:18:15.316774,12,219
2023-10-06T18:25:31.937773,12,218
2023-10-06T18:27:57.626422,12,218
2023-10-06T18:36:29.894456,12,211
2023-10-06T18:37:43.513400,12,209
2023-10-06T18:38:57.137158,12,211
2023-10-06T18:40:10.752071,12,211
2023-10-06T18:41:24.383734,12,212
2023-10-06T18:42:38.018389,12,211
2023-10-06T18:48:51.738390,12,210
2023-10-06T18:52:51.800685,12,211
2023-10-06T18:54:04.417488,12,211
2023-10-06T19:00:08.342811,12,209
2023-10-06T19:06:13.315397,12,211
2023-10-06T19:07:26.325410,12,211
2023-10-06T19:09:52.527827,12,209
2023-10-06T19:11:06.134492,12,210
2023-10-06T19:12:19.747931,12,210
2023-10-06T19:13:33.371043,12,209
2023-10-06T19:16:00.602652,12,209
2023-10-06T19:17:14.273196,12,209
2023-10-06T19:18:28.743268,12,209
2023-10-06T19:19:43.489731,12,209
2023-10-06T19:23:27.741001,12,208
2023-10-06T19:25:57.848550,12,206
2023-10-06T19:31:09.918212,12,204
2023-10-06T19:34:48.306559,12,204
2023-10-06T19:36:01.099231,12,205
2023-10-06T19:42:06.242601,12,205
2023-10-06T19:44:32.303522,12,204
2023-10-06T19:45:45.881627,12,203
2023-10-06T19:46:59.463000,12,204
2023-10-06T19:51:53.953775,12,206
2023-10-06T19:54:22.899963,12,204
2023-10-06T19:59:22.040898,12,204
2023-10-06T20:02:11.242953,12,204
2023-10-06T20:04:36.654437,12,203
2023-10-06T20:05:49.466681,12,202
2023-10-06T20:08:15.015062,12,202
2023-10-06T20:11:53.236128,12,201
2023-10-06T20:13:06.237677,12,201
2023-10-06T20:14:19.228357,12,201
2023-10-06T20:15:32.245520,12,200
2023-10-06T20:17:58.300804,12,199
2023-10-06T20:19:11.332119,12,199
2023-10-06T20:20:24.821307,12,197
2023-10-06T20:21:38.448476,12,197
2023-10-06T20:22:52.043877,12,197
2023-10-06T20:24:05.666674,12,197
2023-10-06T20:30:16.339679,12,199
2023-10-06T20:34:00.611139,12,200
2023-10-06T20:36:49.729839,12,200
2023-10-06T20:38:02.383817,12,200
2023-10-06T20:39:15.030479,12,199
2023-10-06T20:42:53.313536,12,199
2023-10-06T20:47:44.671756,12,199
2023-10-06T20:48:57.751575,12,199
2023-10-06T20:50:10.827856,12,199
2023-10-06T20:51:23.901692,12,199
2023-10-06T20:52:36.971769,12,199
2023-10-06T20:53:50.013728,12,199
2023-10-06T20:55:03.372112,12,199
2023-10-06T20:57:30.663257,12,197
2023-10-06T20:58:44.279258,12,197
2023-10-06T21:01:11.515292,12,197
2023-10-06T21:07:24.399605,12,198
2023-10-06T21:11:28.231840,12,197
2023-10-06T21:12:40.877015,12,196
2023-10-06T21:13:53.546679,12,197
2023-10-06T21:21:10.094344,12,202
2023-10-06T21:22:23.062575,12,203
2023-10-06T21:23:36.080699,12,206
2023-10-06T21:30:54.847015,12,199
2023-10-06T21:32:08.415674,12,199
2023-10-06T21:33:21.989999,12,199
2023-10-06T21:37:03.149619,12,198
2023-10-06T21:40:47.290555,12,199
2023-10-06T21:48:31.126591,12,197
2023-10-06T21:49:43.921705,12,198
2023-10-06T21:52:09.493706,12,201
2023-10-06T21:53:22.256180,12,200
